window,trade_id,symbol,side,entry_time,personality_label,runner_label,moonshot_state,pullback_type,pullback_quality_score,pullback_detected,missed_due_to_waiting,missed_reason,trade_pnl,trade_r_multiple,exit_reason,entry_score,original_entry_price,original_stop,refined_entry_price,refined_stop,target_price_same,original_risk_distance,refined_stop_distance,refined_stop_atr_fraction,refined_stop_cost_multiple,atr_value,recent_candle_noise,local_wick_noise,tick_size_estimate,tiny_stop_flag,unrealistic_stop_flag,noise_stop_flag,cost_dominated_stop_flag,original_gross_r,refined_gross_r,original_net_r_after_fees,refined_net_r_after_fees,original_net_r_after_fees_slippage,refined_net_r_after_fees_slippage,cost_drag_in_r,refined_improves_after_costs,cost_destroys_refined_advantage,minimum_required_move_after_costs,net_reward_to_cost_ratio,expected_cost_r,survives_low_cost,survives_normal_cost,survives_high_cost,survives_stress_cost,cost_aware_pullback_candidate,reason_not_cost_aware,tiny_stop_outlier,improved_r_delta,pullback_depth_atr,pattern,liquidity_event_type,liquidity_event_age_bars,level_distance_atr,htf_aligned,execution_timeframe,macd_confirmation_flag,macd_warning_flag,bb_compression,bb_expansion,bb_warning_flag,micro_pullback_detected,runner_eligible_candidate,add_on_research_candidate,structure_validity_score,archetype,archetype_detected,archetype_score,archetype_grade,entry_candidate_time,entry_candidate_price,stop_price,stop_distance,stop_atr_fraction,stop_cost_multiple,confirmation_delay,pullback_depth,cost_survival_low,cost_survival_normal,cost_survival_high,cost_dominated_flag,missed_winner_risk_flag,reject_reasons,explanation,archetype_pass,soft_evidence_only,scope
holdout_recent_preview,BTCUSDT-306,BTCUSDT,long,2025-11-18T02:00:00,CHOPPY_LOW_TRUST,tactical_scalp,normal,HEALTHY_CONTINUATION_PULLBACK,0.45,False,True,missed_due_to_late_confirmation,-193.47315147263765,-1.0,stop_hit,4.4427,91714.29,91200.0,91714.29,91624.5,93917.555,514.2899999999936,89.7899999999936,0.07630754662004122,0.4206081174787637,1176.6857142857136,875.0083333333314,468.868333333332,0.01,True,True,True,True,4.284090688133206,24.537977503064447,3.9953324466741043,22.884057511974007,3.8690007160357465,22.160467515871936,2.3775099871925107,True,False,213.47662175,10.32087252430019,2.377509987192507,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,20.253886814931242,0.5308465560707164,sweep_low,sweep_low,1.0,0.4399,False,1h,False,True,False,True,False,False,False,False,0.5,LIQUIDITY_SWEEP_RECLAIM,True,0.0,REJECT,2025-11-18T02:00:00,91714.29,91624.5,89.7899999999936,0.07630754662004122,0.4206081174787637,1.0,0.5308465560707164,True,True,True,True,False,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.45; structure=0.50; stop_atr=0.08; stop_cost=0.42; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-307,BTCUSDT,long,2025-11-18T04:00:00,EXHAUSTION_RISK,exhaustion_risk_runner,normal,HEALTHY_CONTINUATION_PULLBACK,0.6,True,False,,-182.58611549215536,-1.0,stop_hit,4.0271,90842.72,89700.0,90842.72,89700.0,93167.555,1142.7200000000012,1142.7200000000012,1.0516888205209123,5.400076518647626,1086.5571428571432,1023.7366666666663,605.053333333332,0.01,False,False,False,False,2.034474761971427,2.034474761971427,1.9056521107532813,1.9056521107532813,1.8492922008453423,1.8492922008453423,0.1851825611260849,False,False,211.61181625,10.986319389903123,0.18518256112608494,False,False,False,False,False,fails_low_cost|fails_normal_cost,False,0.0,1.7477703641748936,sweep_low,sweep_low,0.0,0.3322,False,1h,False,True,False,True,False,True,False,False,0.875,LIQUIDITY_SWEEP_RECLAIM,True,77.15,B,2025-11-18T04:00:00,90842.72,89700.0,1142.7200000000012,1.0516888205209123,5.400076518647626,0.0,1.7477703641748936,False,False,False,False,False,fails_normal_cost,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.60; structure=0.88; stop_atr=1.05; stop_cost=5.40; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-308,BTCUSDT,long,2025-11-18T06:00:00,PULLBACK_CONTINUATION,normal_swing,normal,MICRO_PULLBACK_MOMENTUM,0.95,True,False,,-111.56934663522767,-0.5891478476564489,danger_sniffed,3.6103,90221.33,89253.78,90221.33,89924.47,92944.445,967.5500000000029,296.8600000000006,0.2918016189357493,1.4093196746760308,1017.3350000000002,1016.0350000000011,480.27833333333064,0.01,True,True,True,True,2.8144436980001,9.173061375732669,2.662996620329696,8.67945287340834,2.5967385238488943,8.463499153641449,0.7095622220912201,True,False,210.64064125000004,12.927775873830829,0.7095622220912202,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,False,6.3586176777325685,0.5170162765563604,sweep_low,sweep_low,1.0,0.9184,False,1h,False,True,False,False,False,True,True,False,0.5,LIQUIDITY_SWEEP_RECLAIM,True,32.8,REJECT,2025-11-18T06:00:00,90221.33,89924.47,296.8600000000006,0.2918016189357493,1.4093196746760308,1.0,0.5170162765563604,True,True,True,True,False,stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.95; structure=0.50; stop_atr=0.29; stop_cost=1.41,False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-309,BTCUSDT,long,2025-11-18T08:00:00,PULLBACK_CONTINUATION,tactical_scalp,normal,MICRO_PULLBACK_MOMENTUM,0.75,True,False,,100.99743434089841,0.5625754974887074,danger_sniffed,3.7705,90512.1,89253.78,90512.1,90001.21,92944.445,1258.320000000007,510.8899999999994,0.5166331151218861,2.4215662292835773,988.8835714285722,1097.6366666666702,524.5316666666646,0.01,False,False,True,True,1.9330098861974598,4.760995517626111,1.8163740256850311,4.473721865763674,1.7653458367108439,4.348039643073859,0.41295587455225213,True,False,210.97502675000004,11.529065963253874,0.4129558745522525,True,True,True,True,False,noise_stop|cost_dominated_stop,False,2.8279856314286516,0.527014542593184,sweep_low,sweep_low,3.0,0.7221,False,1h,False,True,False,False,False,True,False,False,0.75,LIQUIDITY_SWEEP_RECLAIM,True,69.5,B,2025-11-18T08:00:00,90512.1,90001.21,510.8899999999994,0.5166331151218861,2.4215662292835773,3.0,0.527014542593184,True,True,True,True,False,cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.75; structure=0.75; stop_atr=0.52; stop_cost=2.42,False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-310,BTCUSDT,short,2025-11-19T13:00:00,STRUCTURAL_RUNNER,tactical_scalp,normal,BREAKOUT_RETEST_PULLBACK,0.7,False,True,missed_due_to_late_confirmation,249.59598894669742,1.0,stop_hit,4.9384,91780.0,92028.92,91780.0,91879.85,90905.7,248.91999999999825,99.85000000000582,0.13116584564861192,0.47527577120993486,761.25,563.2683333333334,251.03499999999863,0.01,True,True,True,True,3.5123734533183715,8.756134201301471,2.92524280893463,7.292453079619033,2.6683731520167426,6.652092588882966,2.104041612418505,True,False,210.088555,4.1615784353412435,2.1040416124185053,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,5.243760747983099,0.8863514030850967,retest_after_breakdown,retest_after_breakdown,7.0,0.3344,False,1h,False,True,False,False,False,False,False,False,0.5,BREAKOUT_RETEST_PULLBACK,True,4.8,REJECT,2025-11-19T13:00:00,91780.0,91879.85,99.85000000000582,0.13116584564861192,0.47527577120993486,7.0,0.8863514030850967,True,True,True,True,True,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,BREAKOUT_RETEST_PULLBACK via breakout_retest_signature; quality=0.70; structure=0.50; stop_atr=0.13; stop_cost=0.48,False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-311,BTCUSDT,long,2025-11-19T19:00:00,EXHAUSTION_RISK,moonshot_candidate,normal,STRUCTURE_BREAK_DIP,0.65,False,True,missed_due_to_pullback_too_deep,-191.97946789823223,-1.0,stop_hit,4.4427,89237.83,88792.0,89237.83,88792.0,91314.005,445.83000000000175,445.83000000000175,0.506016301818756,2.1471853823560787,881.0585714285709,1175.5816666666651,466.87833333333157,0.01,False,False,True,True,4.656875939259347,4.656875939259347,4.332892654150675,4.332892654150675,4.1911499669156305,4.1911499669156305,0.4657259723437166,False,False,207.63461025000004,9.999175944223406,0.4657259723437167,False,False,False,False,False,fails_low_cost|fails_normal_cost|noise_stop|cost_dominated_stop,False,0.0,1.039863754714813,sweep_low,sweep_low,0.0,0.0174,False,1h,False,True,False,True,True,False,True,False,0.625,STRUCTURE_BREAK_DIP,True,21.85,REJECT,2025-11-19T19:00:00,89237.83,88792.0,445.83000000000175,0.506016301818756,2.1471853823560787,0.0,1.039863754714813,False,False,False,True,False,fails_normal_cost|cost_dominated_flag|noise_stop_flag|structure_or_context_failed,STRUCTURE_BREAK_DIP via structure_or_context_failed; quality=0.65; structure=0.62; stop_atr=0.51; stop_cost=2.15; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-312,BTCUSDT,long,2025-11-19T21:00:00,PULLBACK_CONTINUATION,tactical_scalp,normal,MICRO_PULLBACK_MOMENTUM,0.75,True,False,,216.0319920254513,1.192384284472594,danger_sniffed,3.9554,89516.91,88608.0,89516.91,89087.06,91222.005,908.9100000000035,429.8500000000058,0.4654402187868409,2.068080405902941,923.5342857142854,1037.5766666666652,381.4116666666644,0.01,False,False,True,True,1.8759778195860917,3.9667209491682636,1.7168959170874951,3.63034516226586,1.6472975847443592,3.483180755496059,0.4835401936722046,True,False,207.84975225000002,8.203497870659604,0.48354019367220474,True,True,True,True,False,noise_stop|cost_dominated_stop,False,2.090743129582172,0.4772530459855748,sweep_low,sweep_low,0.0,0.2921,False,1h,False,True,False,True,False,True,False,False,0.75,LIQUIDITY_SWEEP_RECLAIM,True,78.5,B,2025-11-19T21:00:00,89516.91,89087.06,429.8500000000058,0.4654402187868409,2.068080405902941,0.0,0.4772530459855748,True,True,True,True,False,cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.75; structure=0.75; stop_atr=0.47; stop_cost=2.07; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-313,BTCUSDT,short,2025-11-20T03:00:00,PULLBACK_CONTINUATION,normal_swing,normal,MICRO_PULLBACK_MOMENTUM,0.95,True,False,,155.92141750342904,0.7429128105211269,danger_sniffed,5.5,92592.84,92798.14,92592.84,92717.95,91222.005,205.3000000000029,125.11000000000058,0.1247384575941663,0.591852656665606,1002.9785714285733,748.6383333333384,224.36833333333198,0.01,True,True,True,True,6.677228446176193,10.95703780672996,5.96095043351181,9.781657133722213,5.647578802971142,9.267428089281324,1.6896097174486364,True,False,211.38707175000002,6.4849519350986125,1.6896097174486375,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,4.2798093605537675,0.3250693080341558,sweep_high,sweep_high,0.0,0.2031,False,1h,True,False,False,True,False,True,True,False,0.625,MICRO_PULLBACK_MOMENTUM,True,7.05,REJECT,2025-11-20T03:00:00,92592.84,92717.95,125.11000000000058,0.1247384575941663,0.591852656665606,0.0,0.3250693080341558,True,True,True,True,False,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,MICRO_PULLBACK_MOMENTUM via micro_momentum_signature; quality=0.95; structure=0.62; stop_atr=0.12; stop_cost=0.59; MACD supportive (soft); Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-314,BTCUSDT,short,2025-11-20T06:00:00,PULLBACK_CONTINUATION,normal_swing,normal,MICRO_PULLBACK_MOMENTUM,0.95,True,False,,239.27969870554648,1.1796616403089308,danger_sniffed,5.27,92616.2,93160.0,92616.2,92744.12,91222.005,543.8000000000029,127.91999999999825,0.14256271866454703,0.6050689115937252,897.289285714287,725.4416666666681,220.03166666666706,0.01,True,True,True,True,2.5638010297903366,10.89896028767989,2.293351298271397,9.74925293933716,2.175029540731861,9.246255974437215,1.6527043132426744,True,False,211.41393575,6.594622038769705,1.6527043132426742,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,8.335159257889552,0.6362392561555761,sweep_high,sweep_high,0.0,0.2663,False,1h,False,True,False,True,False,True,True,False,0.625,EMA_VWAP_RECLAIM_PULLBACK,True,8.05,REJECT,2025-11-20T06:00:00,92616.2,92744.12,127.91999999999825,0.14256271866454703,0.6050689115937252,0.0,0.6362392561555761,True,True,True,True,False,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,EMA_VWAP_RECLAIM_PULLBACK via ema_vwap_proxy_reclaim_signature; quality=0.95; structure=0.62; stop_atr=0.14; stop_cost=0.61; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-315,BTCUSDT,long,2025-11-20T14:00:00,CHOPPY_LOW_TRUST,tactical_scalp,normal,HEALTHY_CONTINUATION_PULLBACK,0.45,False,True,missed_due_to_late_confirmation,-180.320488603575,-1.0,stop_hit,3.8484,91529.36,91440.55,91529.36,91451.99,92028.92,88.80999999999767,77.36999999999534,0.11148931352315956,0.36652261543070225,693.9678571428584,725.1116666666688,424.76000000000204,0.01,True,True,True,True,5.625042224974786,6.456766188445492,3.9715502308299393,4.558787333592075,3.2481474833915684,3.7284215845937054,2.7283446038517867,True,False,211.09202200000001,2.3665508306135683,2.7283446038517867,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,0.8317239634707061,1.5929276152676035,equal_lows,equal_lows,2.0,0.1298,False,1h,False,True,False,False,False,False,False,False,0.5,LIQUIDITY_SWEEP_RECLAIM,True,0.0,REJECT,2025-11-20T14:00:00,91529.36,91451.99,77.36999999999534,0.11148931352315956,0.36652261543070225,2.0,1.5929276152676035,True,True,True,True,False,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.45; structure=0.50; stop_atr=0.11; stop_cost=0.37,False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-316,BTCUSDT,long,2025-11-20T16:00:00,EXHAUSTION_RISK,exhaustion_risk_runner,normal,STRUCTURE_BREAK_DIP,0.35,False,True,missed_due_to_pullback_too_deep,-187.44314790341622,-1.0,stop_hit,4.0185,89869.88,89835.34,89869.88,89835.34,91222.005,34.54000000000815,34.54000000000815,0.03995293822151043,0.16585382944521637,864.5171428571432,1159.5733333333362,383.3833333333362,0.01,True,True,True,True,39.146641574976286,39.146641574976286,34.952272495648955,34.952272495648955,33.11723602344326,33.11723602344326,6.029405551533024,False,False,208.25566775000001,6.492620415129133,6.0294055515330305,False,False,False,False,False,fails_low_cost|fails_normal_cost|tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,0.0,1.9694728798805874,equal_lows,equal_lows,4.0,0.2139,False,1h,False,True,False,False,False,False,False,False,0.25,STRUCTURE_BREAK_DIP,True,0.0,REJECT,2025-11-20T16:00:00,89869.88,89835.34,34.54000000000815,0.03995293822151043,0.16585382944521637,4.0,1.9694728798805874,False,False,False,True,False,fails_normal_cost|stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag|structure_or_context_failed,STRUCTURE_BREAK_DIP via structure_or_context_failed; quality=0.35; structure=0.25; stop_atr=0.04; stop_cost=0.17,False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-317,BTCUSDT,long,2025-11-20T19:00:00,EXHAUSTION_RISK,exhaustion_risk_runner,normal,EXHAUSTION_DIP,0.35,False,True,missed_due_to_pullback_too_deep,-192.54070893997053,-1.0,stop_hit,4.0525,86486.27,86318.78,86486.27,86318.78,89965.39,167.49000000000524,167.49000000000524,0.1611934388634857,0.8254015760513339,1039.0621428571426,1545.1733333333348,481.7383333333346,0.01,True,True,True,True,20.77210579736036,20.77210579736036,19.929301283658074,19.929301283658074,19.560574308913324,19.560574308913324,1.2115314884470365,False,False,202.919409,17.14532886304629,1.2115314884470336,False,False,False,False,False,fails_low_cost|fails_normal_cost|tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,False,0.0,1.4407731500500538,sweep_low,sweep_low,0.0,0.1664,False,1h,False,True,False,True,True,False,False,False,0.375,STRUCTURE_BREAK_DIP,True,0.0,REJECT,2025-11-20T19:00:00,86486.27,86318.78,167.49000000000524,0.1611934388634857,0.8254015760513339,0.0,1.4407731500500538,False,False,False,True,False,fails_normal_cost|stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag|structure_or_context_failed,STRUCTURE_BREAK_DIP via structure_or_context_failed; quality=0.35; structure=0.38; stop_atr=0.16; stop_cost=0.83; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-318,BTCUSDT,long,2025-11-20T21:00:00,CHOPPY_LOW_TRUST,tactical_scalp,normal,HEALTHY_CONTINUATION_PULLBACK,0.45,False,True,missed_due_to_late_confirmation,430.0410197224072,2.2581205058269336,danger_sniffed,3.93,86462.97,86100.0,86462.97,86359.36,89761.87,362.97000000000116,103.61000000000058,0.09810026849177998,0.5112539876552792,1056.164285714287,1455.753333333334,458.60333333333256,0.01,True,True,True,True,9.088629914317943,31.839590773091164,8.700223511584936,30.478912537399637,8.530295710389245,29.883615809284592,1.9559749638065718,True,False,202.658566,16.27811774805509,1.9559749638065715,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,22.75096085877322,0.7614457118048757,sweep_low,sweep_low,1.0,0.3581,False,1h,False,True,False,True,False,False,False,False,0.5,LIQUIDITY_SWEEP_RECLAIM,True,0.0,REJECT,2025-11-20T21:00:00,86462.97,86359.36,103.61000000000058,0.09810026849177998,0.5112539876552792,1.0,0.7614457118048757,True,True,True,True,True,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.45; structure=0.50; stop_atr=0.10; stop_cost=0.51; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-319,BTCUSDT,long,2025-11-21T00:00:00,CHOPPY_LOW_TRUST,moonshot_candidate,normal,HEALTHY_CONTINUATION_PULLBACK,0.65,False,True,missed_due_to_late_confirmation,235.36631030070083,1.2062059080840872,danger_sniffed,3.9875,86637.23,86100.0,86637.23,86560.0,89630.0,537.2299999999959,77.22999999999593,0.064185262358043,0.38099266516599195,1203.2357142857156,1112.3983333333333,248.7566666666656,0.01,True,True,True,True,5.570742512517966,38.75139194613702,5.3082594345066845,36.925498070699916,5.193423087876748,36.126669500196186,2.624722445940833,True,False,202.7073145,14.763996096450699,2.624722445940835,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,33.18064943361905,1.4046574598944344,sweep_low,sweep_low,4.0,0.4587,False,1h,False,True,False,True,False,False,True,False,0.625,LIQUIDITY_SWEEP_RECLAIM,True,0.0,REJECT,2025-11-21T00:00:00,86637.23,86560.0,77.22999999999593,0.064185262358043,0.38099266516599195,4.0,1.4046574598944344,True,True,True,True,True,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.65; structure=0.62; stop_atr=0.06; stop_cost=0.38; Bollinger context supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-320,BTCUSDT,long,2025-11-21T06:00:00,CHOPPY_LOW_TRUST,tactical_scalp,normal,HEALTHY_CONTINUATION_PULLBACK,0.65,False,True,missed_due_to_late_confirmation,-133.30724073601726,-0.7349954495377659,danger_sniffed,3.8338,86195.08,85360.0,86195.08,85825.59,88250.0,835.0800000000017,369.49000000000524,0.34529608956447777,1.8418154996054779,1070.067142857144,848.8466666666694,225.9833333333348,0.01,True,False,False,True,2.4607462758059038,5.561503694281223,2.293629276237,5.183804530569084,2.220515588925605,5.018561146445024,0.5429425478361987,True,False,200.61184200000002,10.243263705240281,0.542942547836199,True,True,True,True,False,tiny_stop|cost_dominated_stop,False,3.100757418475319,0.43963304730025354,equal_lows,equal_lows,1.0,0.0797,False,1h,False,True,False,False,False,False,False,False,0.75,LIQUIDITY_SWEEP_RECLAIM,True,63.1,C,2025-11-21T06:00:00,86195.08,85825.59,369.49000000000524,0.34529608956447777,1.8418154996054779,1.0,0.43963304730025354,True,True,True,True,False,stop_cost_multiple_thin|tiny_stop_flag|cost_dominated_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.65; structure=0.75; stop_atr=0.35; stop_cost=1.84,False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-321,BTCUSDT,long,2025-11-21T11:00:00,PULLBACK_CONTINUATION,normal_swing,normal,MICRO_PULLBACK_MOMENTUM,0.75,True,False,,-73.23680046785958,-0.37319654038896644,danger_sniffed,3.8,82703.61,81648.0,82703.61,82054.49,87404.0,1055.6100000000006,649.1199999999953,0.5069696839528477,3.3182064806685574,1280.3921428571432,1660.0516666666663,718.6200000000002,0.01,False,False,True,False,4.45277138337075,7.241172664530493,4.3238543704587835,7.031525622381119,4.267453177309799,6.939805041440768,0.30136762308972465,True,False,195.62375149999997,24.027706063085088,0.3013676230897236,True,True,True,True,False,noise_stop,False,2.788401281159743,0.631578480113631,sweep_low,sweep_low,0.0,0.82,False,1h,False,True,False,False,False,True,True,False,0.875,LIQUIDITY_SWEEP_RECLAIM,True,100.0,A,2025-11-21T11:00:00,82703.61,82054.49,649.1199999999953,0.5069696839528477,3.3182064806685574,0.0,0.631578480113631,True,True,True,False,False,noise_stop_flag,LIQUIDITY_SWEEP_RECLAIM via liquidity_sweep_reclaim_signature; quality=0.75; structure=0.88; stop_atr=0.51; stop_cost=3.32,True,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-322,BTCUSDT,short,2025-11-21T21:00:00,CHOPPY_LOW_TRUST,tactical_scalp,normal,HEALTHY_CONTINUATION_PULLBACK,0.65,False,True,missed_due_to_late_confirmation,-179.3060780372977,-1.0,stop_hit,4.2953,84571.2,85572.82,84571.2,84650.0,82333.0,1001.6200000000099,78.80000000000291,0.048581569653254775,0.41054532558460066,1622.0142857142866,1428.1083333333372,658.7316666666715,0.01,True,True,True,True,2.2345799804316755,28.4035532994913,2.101272578422931,26.70909441624263,2.0429505900441054,25.967768654821338,2.435784644669962,True,False,191.93983000000003,11.660946037099214,2.4357846446699614,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,26.168973319059624,0.65283983613053,equal_highs,equal_highs,3.0,0.5518,False,1h,True,False,False,False,False,False,False,False,0.625,HEALTHY_CONTINUATION_PULLBACK,True,0.0,REJECT,2025-11-21T21:00:00,84571.2,84650.0,78.80000000000291,0.048581569653254775,0.41054532558460066,3.0,0.65283983613053,True,True,True,True,False,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,HEALTHY_CONTINUATION_PULLBACK via healthy_continuation_signature; quality=0.65; structure=0.62; stop_atr=0.05; stop_cost=0.41; MACD supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-323,BTCUSDT,short,2025-11-22T02:00:00,CHOPPY_LOW_TRUST,moonshot_candidate,normal,HEALTHY_CONTINUATION_PULLBACK,0.65,False,True,missed_due_to_late_confirmation,318.9687028835366,1.0,stop_hit,4.9875,85174.28,85620.0,85174.28,85205.87,82333.0,445.72000000000116,31.589999999996508,0.02308315017722089,0.16399027682491332,1368.5307142857139,1003.3233333333313,260.87500000000244,0.01,True,True,True,True,6.374584941218683,89.94238683128563,6.07393470340122,85.70035378285212,5.94240022435608,83.84446432416244,6.097922507123187,True,False,192.633372,14.749676914755968,6.097922507123181,True,True,True,True,False,tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,True,83.56780189006695,0.4180360721442823,equal_highs,equal_highs,8.0,0.2625,False,1h,True,False,False,False,False,False,True,False,0.5,EMA_VWAP_RECLAIM_PULLBACK,True,0.6,REJECT,2025-11-22T02:00:00,85174.28,85205.87,31.589999999996508,0.02308315017722089,0.16399027682491332,8.0,0.4180360721442823,True,True,True,True,True,stop_atr_too_small|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag,EMA_VWAP_RECLAIM_PULLBACK via ema_vwap_proxy_reclaim_signature; quality=0.65; structure=0.50; stop_atr=0.02; stop_cost=0.16; MACD supportive (soft),False,True,holdout_recent_preview
holdout_recent_preview,BTCUSDT-324,BTCUSDT,short,2025-11-22T23:00:00,CHOPPY_LOW_TRUST,tactical_scalp,normal,STRUCTURE_BREAK_DIP,0.35,False,True,missed_due_to_pullback_too_deep,268.7952726250681,1.0,stop_hit,5.5,85072.88,85260.0,85072.88,85260.0,84386.545,187.11999999999534,187.11999999999534,0.3420041541608741,0.960188809080739,547.1278571428599,468.8216666666679,150.04666666666648,0.01,True,True,True,True,3.6678869174862307,3.6678869174862307,2.9433917272339682,2.9433917272339682,2.626425081498603,2.626425081498603,1.0414618359876275,False,False,194.87833875,3.521863971143927,1.0414618359876275,False,False,False,False,False,fails_low_cost|fails_normal_cost|tiny_stop|unrealistic_stop|noise_stop|cost_dominated_stop,False,0.0,1.771772584818387,sweep_high,sweep_high,0.0,0.3109,False,1h,True,False,False,False,True,False,False,False,0.25,STRUCTURE_BREAK_DIP,True,0.0,REJECT,2025-11-22T23:00:00,85072.88,85260.0,187.11999999999534,0.3420041541608741,0.960188809080739,0.0,1.771772584818387,False,False,False,True,True,fails_normal_cost|stop_cost_multiple_too_small|tiny_stop_flag|unrealistic_stop_flag|cost_dominated_flag|noise_stop_flag|structure_or_context_failed,STRUCTURE_BREAK_DIP via structure_or_context_failed; quality=0.35; structure=0.25; stop_atr=0.34; stop_cost=0.96; MACD supportive (soft),False,True,holdout_recent_preview
